 customerId | storeId |  firstName  |   lastName   |                  email                   | addressId | isActive | createdAt  |           updatedAt           | paymentId | staffId | rentalId | amount |            paidAt             
        287 |       2 | Becky       | Miles        | BECKY.MILES@sakilacustomer.org           |       292 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16089 |       1 |      655 |   2.99 | 2017-01-28 18:44:46.996577+00
        287 |       2 | Becky       | Miles        | BECKY.MILES@sakilacustomer.org           |       292 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16090 |       2 |      964 |   2.99 | 2017-01-30 17:21:47.996577+00
        288 |       1 | Bobbie      | Craig        | BOBBIE.CRAIG@sakilacustomer.org          |       293 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16091 |       2 |       93 |   3.99 | 2017-01-25 14:22:42.996577+00
        288 |       1 | Bobbie      | Craig        | BOBBIE.CRAIG@sakilacustomer.org          |       293 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16092 |       2 |      427 |   6.99 | 2017-01-27 14:38:30.996577+00
        288 |       1 | Bobbie      | Craig        | BOBBIE.CRAIG@sakilacustomer.org          |       293 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16093 |       1 |      503 |   4.99 | 2017-01-28 00:03:51.996577+00
        288 |       1 | Bobbie      | Craig        | BOBBIE.CRAIG@sakilacustomer.org          |       293 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16094 |       2 |      565 |   5.99 | 2017-01-28 07:54:57.996577+00
        290 |       1 | Kristina    | Chambers     | KRISTINA.CHAMBERS@sakilacustomer.org     |       295 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16095 |       1 |      160 |   2.99 | 2017-01-26 00:14:46.996577+00
        291 |       1 | Toni        | Holt         | TONI.HOLT@sakilacustomer.org             |       296 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16096 |       1 |       54 |   4.99 | 2017-01-25 05:51:51.996577+00
        291 |       1 | Toni        | Holt         | TONI.HOLT@sakilacustomer.org             |       296 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16097 |       2 |      747 |   4.99 | 2017-01-29 07:55:00.996577+00
        291 |       1 | Toni        | Holt         | TONI.HOLT@sakilacustomer.org             |       296 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16098 |       1 |     1012 |   2.99 | 2017-01-31 00:46:31.996577+00
        292 |       2 | Misty       | Lambert      | MISTY.LAMBERT@sakilacustomer.org         |       297 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16099 |       1 |      324 |   0.99 | 2017-01-26 23:28:30.996577+00
        293 |       2 | Mae         | Fletcher     | MAE.FLETCHER@sakilacustomer.org          |       298 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16100 |       2 |      445 |   0.99 | 2017-01-27 17:11:23.996577+00
        293 |       2 | Mae         | Fletcher     | MAE.FLETCHER@sakilacustomer.org          |       298 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16101 |       1 |      924 |   4.99 | 2017-01-30 10:39:25.996577+00
        293 |       2 | Mae         | Fletcher     | MAE.FLETCHER@sakilacustomer.org          |       298 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16102 |       2 |     1034 |   8.99 | 2017-01-31 03:22:06.996577+00
        294 |       2 | Shelly      | Watts        | SHELLY.WATTS@sakilacustomer.org          |       299 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16103 |       1 |      595 |   1.99 | 2017-01-28 12:28:20.996577+00
        295 |       1 | Daisy       | Bates        | DAISY.BATES@sakilacustomer.org           |       300 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16104 |       2 |      371 |   3.99 | 2017-01-27 06:36:44.996577+00
        296 |       2 | Ramona      | Hale         | RAMONA.HALE@sakilacustomer.org           |       301 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16105 |       2 |      162 |   4.99 | 2017-01-26 00:30:31.996577+00
        296 |       2 | Ramona      | Hale         | RAMONA.HALE@sakilacustomer.org           |       301 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16106 |       1 |      511 |   5.99 | 2017-01-28 01:32:30.996577+00
        296 |       2 | Ramona      | Hale         | RAMONA.HALE@sakilacustomer.org           |       301 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16107 |       1 |      869 |   4.99 | 2017-01-30 02:50:32.996577+00
        296 |       2 | Ramona      | Hale         | RAMONA.HALE@sakilacustomer.org           |       301 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16108 |       2 |      956 |   2.99 | 2017-01-30 15:58:54.996577+00
        297 |       1 | Sherri      | Rhodes       | SHERRI.RHODES@sakilacustomer.org         |       302 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16109 |       2 |      143 |   0.99 | 2017-01-25 22:14:18.996577+00
        297 |       1 | Sherri      | Rhodes       | SHERRI.RHODES@sakilacustomer.org         |       302 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16110 |       1 |      954 |   3.99 | 2017-01-30 15:25:55.996577+00
        298 |       1 | Erika       | Pena         | ERIKA.PENA@sakilacustomer.org            |       303 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16111 |       1 |      383 |   3.99 | 2017-01-27 08:40:46.996577+00
        299 |       2 | James       | Gannon       | JAMES.GANNON@sakilacustomer.org          |       304 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16112 |       1 |      332 |   5.99 | 2017-01-27 00:55:36.996577+00
        299 |       2 | James       | Gannon       | JAMES.GANNON@sakilacustomer.org          |       304 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16113 |       2 |      606 |   8.99 | 2017-01-28 13:17:05.996577+00
        300 |       1 | John        | Farnsworth   | JOHN.FARNSWORTH@sakilacustomer.org       |       305 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16114 |       2 |      457 |   0.99 | 2017-01-27 18:20:55.996577+00
        300 |       1 | John        | Farnsworth   | JOHN.FARNSWORTH@sakilacustomer.org       |       305 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16115 |       1 |      780 |   3.99 | 2017-01-29 12:46:58.996577+00
        300 |       1 | John        | Farnsworth   | JOHN.FARNSWORTH@sakilacustomer.org       |       305 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16116 |       1 |     1111 |   4.99 | 2017-01-31 13:52:45.996577+00
        301 |       2 | Robert      | Baughman     | ROBERT.BAUGHMAN@sakilacustomer.org       |       306 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16117 |       2 |       27 |   4.99 | 2017-01-25 02:10:16.996577+00
        301 |       2 | Robert      | Baughman     | ROBERT.BAUGHMAN@sakilacustomer.org       |       306 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16118 |       2 |      227 |   5.99 | 2017-01-26 09:20:12.996577+00
        301 |       2 | Robert      | Baughman     | ROBERT.BAUGHMAN@sakilacustomer.org       |       306 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16119 |       1 |      955 |   0.99 | 2017-01-30 15:27:29.996577+00
        302 |       1 | Michael     | Silverman    | MICHAEL.SILVERMAN@sakilacustomer.org     |       307 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16120 |       2 |       38 |   4.99 | 2017-01-25 03:16:10.996577+00
        302 |       1 | Michael     | Silverman    | MICHAEL.SILVERMAN@sakilacustomer.org     |       307 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16121 |       2 |       92 |   5.99 | 2017-01-25 14:07:12.996577+00
        303 |       2 | William     | Satterfield  | WILLIAM.SATTERFIELD@sakilacustomer.org   |       308 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16122 |       1 |      265 |   0.99 | 2017-01-26 14:36:04.996577+00
        303 |       2 | William     | Satterfield  | WILLIAM.SATTERFIELD@sakilacustomer.org   |       308 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16123 |       1 |      871 |   2.99 | 2017-01-30 03:29:56.996577+00
        303 |       2 | William     | Satterfield  | WILLIAM.SATTERFIELD@sakilacustomer.org   |       308 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16124 |       2 |     1050 |   4.99 | 2017-01-31 05:29:53.996577+00
        304 |       2 | David       | Royal        | DAVID.ROYAL@sakilacustomer.org           |       309 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16125 |       1 |      135 |  10.99 | 2017-01-25 20:27:24.996577+00
        304 |       2 | David       | Royal        | DAVID.ROYAL@sakilacustomer.org           |       309 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16126 |       1 |      415 |   0.99 | 2017-01-27 13:20:11.996577+00
        304 |       2 | David       | Royal        | DAVID.ROYAL@sakilacustomer.org           |       309 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16127 |       2 |      937 |   2.99 | 2017-01-30 13:15:57.996577+00
        305 |       1 | Richard     | Mccrary      | RICHARD.MCCRARY@sakilacustomer.org       |       310 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16128 |       2 |       69 |   2.99 | 2017-01-25 08:38:40.996577+00
        306 |       1 | Charles     | Kowalski     | CHARLES.KOWALSKI@sakilacustomer.org      |       311 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16129 |       2 |      375 |   3.99 | 2017-01-27 07:17:47.996577+00
        306 |       1 | Charles     | Kowalski     | CHARLES.KOWALSKI@sakilacustomer.org      |       311 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16130 |       2 |      672 |   6.99 | 2017-01-28 20:33:55.996577+00
        307 |       2 | Joseph      | Joy          | JOSEPH.JOY@sakilacustomer.org            |       312 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16131 |       2 |      413 |   4.99 | 2017-01-27 13:14:03.996577+00
        307 |       2 | Joseph      | Joy          | JOSEPH.JOY@sakilacustomer.org            |       312 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16132 |       1 |      535 |   4.99 | 2017-01-28 04:44:58.996577+00
        307 |       2 | Joseph      | Joy          | JOSEPH.JOY@sakilacustomer.org            |       312 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16133 |       1 |      614 |   1.99 | 2017-01-28 14:01:54.996577+00
        307 |       2 | Joseph      | Joy          | JOSEPH.JOY@sakilacustomer.org            |       312 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16134 |       1 |      970 |   6.99 | 2017-01-30 18:18:54.996577+00
        308 |       1 | Thomas      | Grigsby      | THOMAS.GRIGSBY@sakilacustomer.org        |       313 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16135 |       2 |      589 |   3.99 | 2017-01-28 10:56:16.996577+00
        309 |       1 | Christopher | Greco        | CHRISTOPHER.GRECO@sakilacustomer.org     |       314 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16136 |       2 |      218 |   6.99 | 2017-01-26 07:55:35.996577+00
        309 |       1 | Christopher | Greco        | CHRISTOPHER.GRECO@sakilacustomer.org     |       314 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16137 |       2 |      723 |   0.99 | 2017-01-29 04:03:10.996577+00
        310 |       2 | Daniel      | Cabral       | DANIEL.CABRAL@sakilacustomer.org         |       315 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16138 |       2 |      104 |   0.99 | 2017-01-25 16:14:59.996577+00
        311 |       2 | Paul        | Trout        | PAUL.TROUT@sakilacustomer.org            |       316 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16139 |       2 |      274 |   5.99 | 2017-01-26 15:17:17.996577+00
        311 |       2 | Paul        | Trout        | PAUL.TROUT@sakilacustomer.org            |       316 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16140 |       2 |      544 |   6.99 | 2017-01-28 05:31:26.996577+00
        311 |       2 | Paul        | Trout        | PAUL.TROUT@sakilacustomer.org            |       316 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16141 |       1 |      952 |   2.99 | 2017-01-30 14:56:33.996577+00
        311 |       2 | Paul        | Trout        | PAUL.TROUT@sakilacustomer.org            |       316 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16142 |       2 |      990 |   3.99 | 2017-01-30 21:53:40.996577+00
        311 |       2 | Paul        | Trout        | PAUL.TROUT@sakilacustomer.org            |       316 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16143 |       2 |     1128 |   6.99 | 2017-01-31 16:17:52.996577+00
        312 |       2 | Mark        | Rinehart     | MARK.RINEHART@sakilacustomer.org         |       317 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16144 |       2 |      229 |   4.99 | 2017-01-26 09:47:46.996577+00
        312 |       2 | Mark        | Rinehart     | MARK.RINEHART@sakilacustomer.org         |       317 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16145 |       1 |      530 |   0.99 | 2017-01-28 03:41:27.996577+00
        312 |       2 | Mark        | Rinehart     | MARK.RINEHART@sakilacustomer.org         |       317 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16146 |       2 |     1049 |   4.99 | 2017-01-31 05:25:30.996577+00
        312 |       2 | Mark        | Rinehart     | MARK.RINEHART@sakilacustomer.org         |       317 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16147 |       2 |     1079 |   6.99 | 2017-01-31 09:16:43.996577+00
        313 |       2 | Donald      | Mahon        | DONALD.MAHON@sakilacustomer.org          |       318 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16148 |       2 |      669 |   4.99 | 2017-01-28 20:31:51.996577+00
        313 |       2 | Donald      | Mahon        | DONALD.MAHON@sakilacustomer.org          |       318 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16149 |       2 |      712 |   2.99 | 2017-01-29 02:30:50.996577+00
        313 |       2 | Donald      | Mahon        | DONALD.MAHON@sakilacustomer.org          |       318 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16150 |       2 |      781 |   0.99 | 2017-01-29 12:52:24.996577+00
        313 |       2 | Donald      | Mahon        | DONALD.MAHON@sakilacustomer.org          |       318 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16151 |       2 |      843 |   0.99 | 2017-01-29 23:12:50.996577+00
        314 |       1 | George      | Linton       | GEORGE.LINTON@sakilacustomer.org         |       319 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16152 |       1 |       80 |   5.99 | 2017-01-25 10:40:33.996577+00
        314 |       1 | George      | Linton       | GEORGE.LINTON@sakilacustomer.org         |       319 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16153 |       1 |      440 |   4.99 | 2017-01-27 16:29:01.996577+00
        315 |       2 | Kenneth     | Gooden       | KENNETH.GOODEN@sakilacustomer.org        |       320 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16154 |       1 |      537 |   8.99 | 2017-01-28 04:49:21.996577+00
        315 |       2 | Kenneth     | Gooden       | KENNETH.GOODEN@sakilacustomer.org        |       320 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16155 |       1 |      551 |   4.99 | 2017-01-28 06:12:44.996577+00
        316 |       1 | Steven      | Curley       | STEVEN.CURLEY@sakilacustomer.org         |       321 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16156 |       1 |       16 |   4.99 | 2017-01-24 23:11:37.996577+00
        316 |       1 | Steven      | Curley       | STEVEN.CURLEY@sakilacustomer.org         |       321 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16157 |       1 |      644 |   8.99 | 2017-01-28 17:27:38.996577+00
        316 |       1 | Steven      | Curley       | STEVEN.CURLEY@sakilacustomer.org         |       321 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16158 |       1 |     1065 |   1.99 | 2017-01-31 07:23:22.996577+00
        317 |       2 | Edward      | Baugh        | EDWARD.BAUGH@sakilacustomer.org          |       322 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16159 |       1 |      107 |   6.99 | 2017-01-25 16:56:35.996577+00
        318 |       1 | Brian       | Wyman        | BRIAN.WYMAN@sakilacustomer.org           |       323 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16160 |       1 |      224 |   9.99 | 2017-01-26 08:46:53.996577+00
        319 |       2 | Ronald      | Weiner       | RONALD.WEINER@sakilacustomer.org         |       324 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16161 |       1 |       15 |   9.99 | 2017-01-24 23:07:48.996577+00
        319 |       2 | Ronald      | Weiner       | RONALD.WEINER@sakilacustomer.org         |       324 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16162 |       1 |      149 |   3.99 | 2017-01-25 22:56:31.996577+00
        319 |       2 | Ronald      | Weiner       | RONALD.WEINER@sakilacustomer.org         |       324 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16163 |       1 |      439 |   2.99 | 2017-01-27 16:23:14.996577+00
        321 |       1 | Kevin       | Schuler      | KEVIN.SCHULER@sakilacustomer.org         |       326 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16164 |       2 |      200 |   4.99 | 2017-01-26 05:40:47.996577+00
        321 |       1 | Kevin       | Schuler      | KEVIN.SCHULER@sakilacustomer.org         |       326 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16165 |       1 |      620 |   5.99 | 2017-01-28 14:23:11.996577+00
        321 |       1 | Kevin       | Schuler      | KEVIN.SCHULER@sakilacustomer.org         |       326 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16166 |       2 |      818 |   4.99 | 2017-01-29 19:16:19.996577+00
        322 |       1 | Jason       | Morrissey    | JASON.MORRISSEY@sakilacustomer.org       |       327 | t        | 2017-02-14 | 2019-12-03 04:50:31.454795+00 |     16167 |       2 |      166 |   0.99 | 2017-01-26 01:17:37.996577+00
